Product Type,Model,Manufacturer,Registration No.,Water Efficiency Grade,Announcement Date,Standard,WEI,EEI,Water Consumption (L),Energy Consumption (kWh/cycle),Drying Index PD,Cleaning Index PC,Capacity (place settings),Noise dB(A)
洗碗机,V18-Life(W),广州德世厨电器有限公司,20250530-CWL032020-106930,1,2025-05-30,GB 38383-2019,37.5,48.1,11.7,0.837,1.18,1.18,18,
洗碗机,BD-MQ1620G ,港华紫荆燃具（深圳）有限公司,20250530-CWL032020-352314,1,2025-05-30,GB 38383-2019,45,50,10.8,0.850,1.08,1.12,16,
洗碗机,SJ43HB25MC,博西华家用电器有限公司,20250530-CWL032020-058944,1,2025-05-30,GB 38383-2019,34.0,48.0,10.4,0.850,1.33,1.32,18,
洗碗机,XWDQ16-S100 Ace ,深圳市凯度电器有限公司 ,20250529-CWL032020-324764,1,2025-05-29,GB 38383-2019,35.6,47.8,10.0,0.823,1.28,1.27,16,
洗碗机,W2TA8-BS01,广州沃刻科技有限公司,20250529-CWL032020-086536,2,2025-05-29,GB 38383-2019,50.3,52.2,7.9,0.640,1.16,1.17,8,
洗碗机,SJ65ZX88MC,博西华家用电器有限公司,20250529-CWL032020-984695,1,2025-05-29,GB 38383-2019,32.0,44.0,10.8,0.800,1.34,1.32,20,
洗碗机,SJ45ZB88MC,博西华家用电器有限公司,20250529-CWL032020-480908,1,2025-05-29,GB 38383-2019,32.0,44.0,10.8,0.800,1.34,1.32,20,
洗碗机,SJ45ZB11MC,博西华家用电器有限公司,20250529-CWL032020-292813,1,2025-05-29,GB 38383-2019,32.0,44.0,10.8,0.800,1.34,1.32,20,
洗碗机,SJ55ZS11MC,博西华家用电器有限公司,20250529-CWL032020-647969,1,2025-05-29,GB 38383-2019,32.0,44.0,10.8,0.800,1.34,1.32,20,
洗碗机,DWZ5Pro-0512 ,海南芝味电器有限公司,20250528-CWL032020-690104,1,2025-05-28,GB 38383-2019,45.0,50.0,7.8,0.5,1.21,1.25,5,
洗碗机,SJ43HB11MC,博西华家用电器有限公司,20250528-CWL032020-969774,1,2025-05-28,GB 38383-2019,34.0,48.0,10.4,0.850,1.33,1.32,18,
洗碗机,SJV4HMX66C,博西华家用电器有限公司,20250528-CWL032020-937526,1,2025-05-28,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,SJU4HMB99C,博西华家用电器有限公司,20250528-CWL032020-610832,1,2025-05-28,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,SJ63HX66MC,博西华家用电器有限公司,20250528-CWL032020-538603,1,2025-05-28,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,SJ43HB66MC,博西华家用电器有限公司,20250528-CWL032020-375619,1,2025-05-28,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,W12B-06GB,广东爱普电器有限公司 ,20250528-CWL032020-585111,1,2025-05-28,GB 38383-2019,45.0,50.0,9.7,0.825,1.08,1.12,12,
洗碗机,W12B-02GB                    ,广东爱普电器有限公司 ,20250528-CWL032020-874608,1,2025-05-28,GB 38383-2019,45.0,50.0,9.7,0.825,1.08,1.12,12,
洗碗机, SJU4HMB88C,博西华家用电器有限公司,20250528-CWL032020-620605,1,2025-05-28,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,SJ43HL66MC,博西华家用电器有限公司,20250528-CWL032020-689065,1,2025-05-28,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,SJ53HS11MC,博西华家用电器有限公司,20250528-CWL032020-302645,1,2025-05-28,GB 38383-2019,34.0,48.0,10.4,0.850,1.33,1.32,18,
洗碗机,SJU6ZMB11C,博西华家用电器有限公司,20250528-CWL032020-689978,1,2025-05-28,GB 38383-2019,32.0,44.0,10.8,0.800,1.34,1.32,20,
洗碗机,XDZ130-WX06,广东康宝电器股份有限公司,20250527-CWL032020-922726,3,2025-05-27,GB 38383-2019,62.0,63.0,7.5,0.620,1.08,1.12,6,
洗碗机,NP-Q55W2GN,松下家电（中国）有限公司,20250526-CWL032020-941382,1,2025-05-26,GB 38383-2019,45.0,50.0,11.9,0.848,1.08,1.12,15,
洗碗机,V19-ProMax(B),广州德世厨电器有限公司,20250522-CWL032020-012919,1,2025-05-22,GB 38383-2019,42.3,47.7,13.9,0.854,1.31,1.30,19,
洗碗机,V18-Life(B),广州德世厨电器有限公司,20250522-CWL032020-840831,1,2025-05-22,GB 38383-2019,37.5,48.1,11.7,0.837,1.18,1.18,18,
洗碗机,WE7,广东孚隆电器有限公司,20250521-CWL032020-354419,1,2025-05-21,GB 38383-2019,36.7,47.9,11.5,0.848,1.25,1.25,18,
洗碗机,WE16,广东孚隆电器有限公司,20250521-CWL032020-116435,1,2025-05-21,GB 38383-2019,36.7,47.9,11.5,0.848,1.25,1.25,18,
洗碗机,WE9,广东孚隆电器有限公司,20250521-CWL032020-055392,1,2025-05-21,GB 38383-2019,36.7,47.9,11.5,0.848,1.25,1.25,18,
洗碗机,V6-T(白),广州德仕厨厨房用品有限公司,20250520-CWL032020-618842,2,2025-05-20,GB 38383-2019,50.2,52.2,7.9,0.640,1.16,1.17,8,
洗碗机,MAX-2BL7,广东麦享电器有限公司,20250519-CWL032020-766196,3,2025-05-19,GB 38383-2019,62.0,50.4,8.5,0.501,1.15,1.12,7,
洗碗机,MAX-2AL7,广东麦享电器有限公司,20250519-CWL032020-599622,3,2025-05-19,GB 38383-2019,62.0,50.4,8.5,0.501,1.15,1.12,7,
洗碗机,MAX-2B7,广东麦享电器有限公司,20250519-CWL032020-337328,3,2025-05-19,GB 38383-2019,62.0,50.4,8.5,0.501,1.15,1.12,7,
洗碗机,MAX-1B7,广东麦享电器有限公司,20250519-CWL032020-461209,3,2025-05-19,GB 38383-2019,62.0,50.4,8.5,0.501,1.15,1.12,7,
洗碗机,MAX-1A7,广东麦享电器有限公司,20250519-CWL032020-004306,3,2025-05-19,GB 38383-2019,62.0,50.4,8.5,0.501,1.15,1.12,7,
洗碗机,MAX-2A7,广东麦享电器有限公司,20250519-CWL032020-220874,3,2025-05-19,GB 38383-2019,62.0,50.4,8.5,0.501,1.15,1.12,7,
洗碗机2025版,SJ43EW26MC,博西华家用电器有限公司,20260520-CWL032025-544685,1,2026-05-20,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版, SJU4EMW06C,博西华家用电器有限公司,20260520-CWL032025-427140,1,2026-05-20,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SJ43EB26MC,博西华家用电器有限公司,20260520-CWL032025-083126,1,2026-05-20,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,DWTH0Max-2225,海南芝味电器有限公司,20260520-CWL032025-787817,1,2026-05-20,GB 38383-2025,65,32,10.6,0.607,1.20,1.28,22,44
洗碗机2025版,SJ45ZB66MC,博西华家用电器有限公司,20260518-CWL032025-297289,1,2026-05-18,GB 38383-2025,62,32,10.0,0.588,1.16,1.22,20,44
洗碗机2025版,NP-C89K3M8,松下家电（中国）有限公司,20260512-CWL032025-528142,1,2026-05-12,GB 38383-2025,58,32,9.3,0.584,1.13,1.13,19,49
洗碗机2025版,NP-F89K1AD,松下家电（中国）有限公司,20260512-CWL032025-838125,1,2026-05-12,GB 38383-2025,58,32,9.3,0.584,1.13,1.13,19,49
洗碗机2025版,CWC10-F67BHU1(N11Pro),青岛海尔洗碗机有限公司,20260511-CWL032025-481998,1,2026-05-11,GB 38383-2025,58,32,9.2,0.512,1.23,1.24,10,45
洗碗机2025版,CWC10-B65BHU1(N11WMax),青岛海尔洗碗机有限公司,20260511-CWL032025-097794,1,2026-05-11,GB 38383-2025,58,32,9.2,0.512,1.23,1.24,10,45
洗碗机2025版,SJ43EB18MC,博西华家用电器有限公司,20260508-CWL032025-020518,1,2026-05-08,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SJ43EB63MC,博西华家用电器有限公司,20260508-CWL032025-785455,1,2026-05-08,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SJ23EB33MC,博西华家用电器有限公司,20260508-CWL032025-812225,1,2026-05-08,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SMH8YC80PC,BSH Hausgeräte GmbH,20260508-CWL032025-484307,1,2026-05-08,GB 38383-2025,58,32,9.2,0.588,1.17,1.25,20,40
洗碗机2025版,SN77Y80PCC,BSH Hausgeräte GmbH,20260508-CWL032025-501121,1,2026-05-08,GB 38383-2025,58,32,9.2,0.588,1.17,1.25,20,40
洗碗机2025版,CWYL1CU1,青岛海尔洗碗机有限公司,20260507-CWL032025-270406,1,2026-05-07,GB 38383-2025,65,32,10.6,0.608,1.18,1.21,22,49
洗碗机2025版,CDE24S-A22X,上海科慕电器有限公司,20260507-CWL032025-893398,1,2026-05-07,GB 38383-2025,65,32,10.7,0.623,1.20,1.28,24,44.4
洗碗机2025版,SJ23EW33MC,博西华家用电器有限公司,20260507-CWL032025-386277,1,2026-05-07,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SJV4EMX26C,博西华家用电器有限公司,20260507-CWL032025-641231,1,2026-05-07,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SJU4EMB26C,博西华家用电器有限公司,20260507-CWL032025-594882,1,2026-05-07,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SJU4EMW26C,博西华家用电器有限公司,20260507-CWL032025-734715,1,2026-05-07,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,V9Max,佛山市顺德区美的洗涤电器制造有限公司,20260507-CWL032025-714115,1,2026-05-07,GB 38383-2025,65,32,9.9,0.551,1.20,1.26,15,47
洗碗机2025版,SJ43EB12MC,博西华家用电器有限公司,20260507-CWL032025-292734,1,2026-05-07,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SJ43EB17MC,博西华家用电器有限公司,20260507-CWL032025-850161,1,2026-05-07,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,M20,佛山市顺德区美的洗涤电器制造有限公司,20260506-CWL032025-498971,1,2026-05-06,GB 38383-2025,65,32,10.4,0.591,1.20,1.28,20,44
洗碗机2025版,X6S Ultra,佛山市顺德区美的洗涤电器制造有限公司,20260506-CWL032025-645432,1,2026-05-06,GB 38383-2025,65,32,10.4,0.591,1.20,1.28,20,44
洗碗机2025版,S522,佛山市顺德区美的洗涤电器制造有限公司,20260506-CWL032025-119637,1,2026-05-06,GB 38383-2025,65,32,10.6,0.607,1.20,1.28,22,44
洗碗机2025版,CWC10-B67GHU1(N11YMax),青岛海尔洗碗机有限公司,20260506-CWL032025-297000,1,2026-05-06,GB 38383-2025,58,32,9.2,0.512,1.23,1.24,10,45
洗碗机2025版,CWC10-B67GHU1(N11VMax),青岛海尔洗碗机有限公司,20260506-CWL032025-301338,1,2026-05-06,GB 38383-2025,58,32,9.2,0.512,1.23,1.24,10,45
洗碗机2025版,CWC10-B67GHU1(N11Max）,青岛海尔洗碗机有限公司,20260506-CWL032025-723342,1,2026-05-06,GB 38383-2025,58,32,9.2,0.512,1.23,1.24,10,45
洗碗机2025版,MH6000,星旷创新科技（苏州）有限公司,20260430-CWL032025-539179,1,2026-04-30,GB 38383-2025,63,29,10.4,0.565,1.12,1.15,23,48.8
洗碗机2025版,SN23EB68MC,博西华家用电器有限公司,20260430-CWL032025-395114,1,2026-04-30,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SN23EW66MC,博西华家用电器有限公司,20260430-CWL032025-066306,1,2026-04-30,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,SN23EB66MC,博西华家用电器有限公司,20260430-CWL032025-238281,1,2026-04-30,GB 38383-2025,62,32,10.0,0.590,1.15,1.22,20,44
洗碗机2025版,JBCD7E-03-V18Max,宁波方太厨具有限公司,20260429-CWL032025-948670,1,2026-04-29,GB 38383-2025,65.0,32.0,10.7,0.610,1.13,1.19,23,50
洗碗机2025版,JBCD7E-03-B-V18Max,宁波方太厨具有限公司,20260429-CWL032025-674556,1,2026-04-29,GB 38383-2025,65.0,32.0,10.7,0.610,1.13,1.19,23,50
洗碗机2025版,JBCD7E-03-B-V18,宁波方太厨具有限公司,20260429-CWL032025-396593,1,2026-04-29,GB 38383-2025,65.0,32.0,10.5,0.600,1.13,1.19,21,50
洗碗机2025版,JBCD7E-03-V18,宁波方太厨具有限公司,20260429-CWL032025-068919,1,2026-04-29,GB 38383-2025,65.0,32.0,10.5,0.600,1.13,1.19,21,50
洗碗机2025版,CDE24Q-C3Max-1,上海科慕电器有限公司,20260428-CWL032025-687031,1,2026-04-28,GB 38383-2025,65,32,10.7,0.623,1.20,1.28,24,42
洗碗机2025版,S622,佛山市顺德区美的洗涤电器制造有限公司,20260428-CWL032025-329017,1,2026-04-28,GB 38383-2025,65,32,10.6,0.607,1.20,1.28,22,44
洗碗机2025版,DFI 56700,德格国际贸易（上海）有限公司,20260428-CWL032025-278216,1,2026-04-28,GB 38383-2025,65,32,10.7,0.623,1.20,1.28,24,43
洗碗机2025版,CDE24SK33Max,上海科慕电器有限公司,20260428-CWL032025-760571,1,2026-04-28,GB 38383-2025,65,32,10.7,0.623,1.20,1.28,24,44.4
洗碗机2025版,CDE24S-A21G,上海科慕电器有限公司,20260428-CWL032025-157397,1,2026-04-28,GB 38383-2025,65,32,10.7,0.623,1.20,1.28,24,44.4
洗碗机2025版,SE45ZB69KC,博西华家用电器有限公司,20260427-CWL032025-771606,1,2026-04-27,GB 38383-2025,58,32,9.0,0.530,1.21,1.25,16,44
洗碗机2025版,SE45ZB66KC,博西华家用电器有限公司,20260427-CWL032025-867229,1,2026-04-27,GB 38383-2025,58,32,9.0,0.530,1.21,1.25,16,44
洗碗机2025版,SJ45ZL26MC,博西华家用电器有限公司,20260427-CWL032025-073154,1,2026-04-27,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版,SJ45ZB29MC,博西华家用电器有限公司,20260427-CWL032025-443073,1,2026-04-27,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版,SJ45ZB26MC,博西华家用电器有限公司,20260427-CWL032025-449564,1,2026-04-27,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版,P80,佛山市顺德区美的洗涤电器制造有限公司,20260424-CWL032025-237094,1,2026-04-24,GB 38383-2025,65,32,10.6,0.607,1.20,1.28,22,44
洗碗机2025版,X7白,佛山市顺德区美的洗涤电器制造有限公司,20260424-CWL032025-683198,1,2026-04-24,GB 38383-2025,65,32,10.6,0.607,1.20,1.28,22,44
洗碗机2025版,X7黑,佛山市顺德区美的洗涤电器制造有限公司,20260424-CWL032025-386259,1,2026-04-24,GB 38383-2025,65,32,10.6,0.607,1.20,1.28,22,44.0
洗碗机2025版,JBCD7E-03-V18Ultra,宁波方太厨具有限公司,20260423-CWL032025-443185,1,2026-04-23,GB 38383-2025,65.0,32.0,10.4,0.590,1.20,1.20,20,49
洗碗机2025版,JBCD7E-02-J12,宁波方太厨具有限公司,20260420-CWL032025-354994,1,2026-04-20,GB 38383-2025,65.0,32.0,10.2,0.570,1.18,1.20,18,49
洗碗机2025版,JBSD1T-02-A6 ,宁波方太厨具有限公司,20260417-CWL032025-126922,1,2026-04-17,GB 38383-2025,65.0,32.0,9.2,0.510,1.18,1.20,10,49
洗碗机2025版,JBSD2T-02-M6,宁波方太厨具有限公司,20260417-CWL032025-041855,1,2026-04-17,GB 38383-2025,65.0,32.0,9.2,0.510,1.18,1.20,10,49
洗碗机2025版,JBSD2T-02-M6L  ,宁波方太厨具有限公司,20260417-CWL032025-941077,1,2026-04-17,GB 38383-2025,65.0,32.0,9.2,0.510,1.18,1.20,10,49
洗碗机2025版,S624GT,佛山市顺德区美的洗涤电器制造有限公司,20260416-CWL032025-653640,1,2026-04-16,GB 38383-2025,65,32,10.7,0.623,1.22,1.28,24,42.0
洗碗机2025版,GX7尊享版,佛山市顺德区美的洗涤电器制造有限公司,20260416-CWL032025-266072,1,2026-04-16,GB 38383-2025,65,32,10.7,0.623,1.22,1.28,24,42.0
洗碗机2025版,GX6000WGT,佛山市顺德区美的洗涤电器制造有限公司,20260415-CWL032025-681419,1,2026-04-15,GB 38383-2025,65,32,10.7,0.623,1.22,1.28,24,42.0
洗碗机2025版,NP-F89W3M9,松下家电（中国）有限公司,20260414-CWL032025-932812,1,2026-04-14,GB 38383-2025,58,32,9.3,0.584,1.13,1.13,19,49
洗碗机2025版,JBSD2F-03-X2,宁波方太厨具有限公司,20260414-CWL032025-565745,1,2026-04-14,GB 38383-2025,65.0,32.0,9.4,0.520,1.18,1.20,11,49
洗碗机2025版,JBSD2T-02-M6Max,宁波方太厨具有限公司,20260414-CWL032025-926708,1,2026-04-14,GB 38383-2025,65.0,32.0,9.2,0.510,1.18,1.20,10,49
洗碗机2025版,JBSD2F-03-X2L,宁波方太厨具有限公司,20260414-CWL032025-874890,1,2026-04-14,GB 38383-2025,65.0,32.0,9.4,0.520,1.18,1.20,11,49
洗碗机2025版,JBSD2F-03-X1L,宁波方太厨具有限公司,20260414-CWL032025-721668,1,2026-04-14,GB 38383-2025,65.0,32.0,9.4,0.520,1.18,1.20,11,49
洗碗机2025版,JBSD2F-03-X1,宁波方太厨具有限公司,20260414-CWL032025-243928,1,2026-04-14,GB 38383-2025,65.0,32.0,9.4,0.520,1.18,1.20,11,49
洗碗机2025版,JBSD2T-02-M6MaxL,宁波方太厨具有限公司,20260414-CWL032025-597755,1,2026-04-14,GB 38383-2025,65.0,32.0,9.2,0.510,1.18,1.20,10,49
洗碗机2025版,JBSD1F-03-T20,宁波方太厨具有限公司,20260414-CWL032025-936210,1,2026-04-14,GB 38383-2025,65.0,32.0,9.4,0.520,1.18,1.20,11,49
洗碗机2025版,JBSD2T-02-M6,宁波方太厨具有限公司,20260413-CWL032025-271214,1,2026-04-13,GB 38383-2025,65.0,32.0,9.2,0.512,1.18,1.20,10,49
洗碗机2025版,JBSD2T-02-M6L,宁波方太厨具有限公司,20260413-CWL032025-988007,1,2026-04-13,GB 38383-2025,65.0,32.0,9.2,0.512,1.18,1.20,10,49
洗碗机2025版,JBSD2F-03-X20,宁波方太厨具有限公司,20260410-CWL032025-134664,1,2026-04-10,GB 38383-2025,65.0,32.0,9.7,0.530,1.18,1.20,13,49
洗碗机2025版,JBSD2F-03-X20L,宁波方太厨具有限公司,20260410-CWL032025-209840,1,2026-04-10,GB 38383-2025,65.0,32.0,9.7,0.530,1.18,1.20,13,49
洗碗机2025版,SJ53EB18KC,博西华家用电器有限公司,20260409-CWL032025-822893,1,2026-04-09,GB 38383-2025,64,32,10.0,0.535,1.17,1.25,17,44
洗碗机2025版,SJ63EX77KC,博西华家用电器有限公司,20260409-CWL032025-232283,1,2026-04-09,GB 38383-2025,64,32,10.0,0.535,1.17,1.25,17,44
洗碗机2025版,CWY22-DFZ67GHU1(W6Pro),青岛海尔洗碗机有限公司,20260403-CWL032025-606133,1,2026-04-03,GB 38383-2025,65,32,10.6,0.608,1.18,1.21,22,49
洗碗机2025版,CWY22-DFZ67GHU1(V6Pro),青岛海尔洗碗机有限公司,20260403-CWL032025-616675,1,2026-04-03,GB 38383-2025,65,32,10.6,0.608,1.18,1.21,22,49
洗碗机2025版,SJ43EB17MC,博西华家用电器有限公司,20260403-CWL032025-831637,1,2026-04-03,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SJ43EB12MC,博西华家用电器有限公司,20260403-CWL032025-601386,1,2026-04-03,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SE43EB17KC,博西华家用电器有限公司,20260403-CWL032025-917557,1,2026-04-03,GB 38383-2025,58,32,9.0,0.535,1.16,1.25,16,44
洗碗机2025版,SE43EB11KC,博西华家用电器有限公司,20260403-CWL032025-416618,1,2026-04-03,GB 38383-2025,58,32,9.0,0.535,1.16,1.25,16,44
洗碗机2025版,SJV4EMX26C,博西华家用电器有限公司,20260403-CWL032025-475781,1,2026-04-03,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SJU4EMB26C,博西华家用电器有限公司,20260403-CWL032025-683136,1,2026-04-03,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SJV6ZMX26C,博西华家用电器有限公司,20260403-CWL032025-696741,1,2026-04-03,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版,SJ65ZX26MC,博西华家用电器有限公司,20260403-CWL032025-880106,1,2026-04-03,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版,SE63EX77KC,博西华家用电器有限公司,20260403-CWL032025-472203,1,2026-04-03,GB 38383-2025,58,32,9.0,0.535,1.16,1.25,16,44
洗碗机2025版,SE65ZX68KC,博西华家用电器有限公司,20260403-CWL032025-320820,1,2026-04-03,GB 38383-2025,58,32,9.0,0.530,1.21,1.25,16,44
洗碗机2025版,SE65ZX66KC,博西华家用电器有限公司,20260403-CWL032025-169568,1,2026-04-03,GB 38383-2025,58,32,9.0,0.530,1.21,1.25,16,44
洗碗机2025版,CWY22-Z666GHU1(Y6),青岛海尔洗碗机有限公司,20260402-CWL032025-151602,1,2026-04-02,GB 38383-2025,65,32,10.6,0.608,1.18,1.21,22,49
洗碗机2025版,SEV6ZKX26C,博西华家用电器有限公司,20260402-CWL032025-604116,1,2026-04-02,GB 38383-2025,58,32,9.0,0.530,1.21,1.25,16,44
洗碗机2025版,SE43EB22KC,博西华家用电器有限公司,20260402-CWL032025-139042,1,2026-04-02,GB 38383-2025,58,32,9.0,0.535,1.16,1.25,16,44
洗碗机2025版,SJU6ZMB26C,博西华家用电器有限公司,20260326-CWL032025-725159,1,2026-03-26,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版,SJU4EMW26C,博西华家用电器有限公司,20260319-CWL032025-250386,1,2026-03-19,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SE45ZB58KC,博西华家用电器有限公司,20260319-CWL032025-812185,1,2026-03-19,GB 38383-2025,58,32,9.0,0.530,1.21,1.25,16,44
洗碗机2025版,SE45ZL26KC,博西华家用电器有限公司,20260319-CWL032025-245692,1,2026-03-19,GB 38383-2025,58,32,9.0,0.530,1.21,1.25,16,44
洗碗机2025版,SJD6ZMX66C,博西华家用电器有限公司,20260318-CWL032025-916400,1,2026-03-18,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版, SJ85ZX26MC,博西华家用电器有限公司,20260318-CWL032025-607433,1,2026-03-18,GB 38383-2025,62,32,9.9,0.588,1.16,1.26,20,42
洗碗机2025版,JBCD6E-03-N5,宁波方太厨具有限公司,20260312-CWL032025-880604,1,2026-03-12,GB 38383-2025,65.0,32.0,9.9,0.550,1.18,1.22,15,48
洗碗机2025版,JBCD6E-04-G1,宁波方太厨具有限公司,20260312-CWL032025-856630,1,2026-03-12,GB 38383-2025,65.0,32.0,10.0,0.560,1.20,1.22,16,48
洗碗机2025版,JBCD6E-04-G6,宁波方太厨具有限公司,20260312-CWL032025-657774,1,2026-03-12,GB 38383-2025,65.0,32.0,10.1,0.568,1.20,1.24,17,48
洗碗机2025版,JBCD6E-04-G7,宁波方太厨具有限公司,20260312-CWL032025-492104,1,2026-03-12,GB 38383-2025,65.0,32.0,10.0,0.560,1.20,1.22,16,48
洗碗机2025版,JBCD6E-03-B-N10,宁波方太厨具有限公司,20260308-CWL032025-483840,1,2026-03-08,GB 38383-2025,65.0,32.0,10.0,0.560,1.20,1.24,16,48
洗碗机2025版,JBCD6E-03-N10,宁波方太厨具有限公司,20260308-CWL032025-494207,1,2026-03-08,GB 38383-2025,65.0,32.0,10.0,0.560,1.20,1.24,16,48
洗碗机2025版,SJ43EB63MC,博西华家用电器有限公司,20260305-CWL032025-564872,1,2026-03-05,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SJ43EB18MC,博西华家用电器有限公司,20260304-CWL032025-088885,1,2026-03-04,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SJ23EB33MC,博西华家用电器有限公司,20260304-CWL032025-138995,1,2026-03-04,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,SJ23EW33MC,博西华家用电器有限公司,20260304-CWL032025-947824,1,2026-03-04,GB 38383-2025,62,32,10.0,0.590,1.13,1.19,20,44
洗碗机2025版,X7白,佛山市顺德区美的洗涤电器制造有限公司,20260302-CWL032025-820636,1,2026-03-02,GB 38383-2025,65.0,32.0,10.6,0.608,1.17,1.21,22,42.0
洗碗机2025版,X7黑,佛山市顺德区美的洗涤电器制造有限公司,20260302-CWL032025-672438,1,2026-03-02,GB 38383-2025,65.0,32.0,10.6,0.608,1.17,1.21,22,42.0
洗碗机2025版,P80,佛山市顺德区美的洗涤电器制造有限公司,20260302-CWL032025-161294,1,2026-03-02,GB 38383-2025,65.0,32.0,10.6,0.608,1.17,1.21,22,42.0
洗碗机2025版,S522,佛山市顺德区美的洗涤电器制造有限公司,20260302-CWL032025-272744,1,2026-03-02,GB 38383-2025,65.0,32.0,10.6,0.608,1.17,1.21,22,42.0
洗碗机2025版,S622,佛山市顺德区美的洗涤电器制造有限公司,20260302-CWL032025-107719,1,2026-03-02,GB 38383-2025,65.0,32.0,10.6,0.608,1.17,1.21,22,42.0
洗碗机2025版,SJ23EB33MC,博西华家用电器有限公司,20260302-CWL032025-442270,1,2026-03-02,GB 38383-2025,62,32,9.95,0.590,1.13,1.19,20,44
洗碗机2025版,SJ23EW33MC,博西华家用电器有限公司,20260302-CWL032025-626687,1,2026-03-02,GB 38383-2025,62,32,9.95,0.590,1.13,1.19,20,44
洗碗机2025版,X7超窄,佛山市顺德区美的洗涤电器制造有限公司,20260227-CWL032025-831232,1,2026-02-27,GB 38383-2025,65,32,10.0,0.525,1.14,1.20,16,41.0
洗碗机2025版,366,productor,20260115-CWL032025-218591,5,2026-01-15,GB 38383-2025,4,4,4,4,4,4,4,4
洗碗机2025版,V182026,宁波方太厨具有限公司,20260110-CWL032025-601629,3,2026-01-10,GB 38383-2025,78,46,0.888,12.3,1.11,1.11,23,80
洗碗机2025版,V182028,宁波方太厨具有限公司,20260109-CWL032025-967146,3,2026-01-09,GB 38383-2025,80,50,12.0,0.888,1.12,1.12,23,59
洗碗机2025版,V182026,宁波方太厨具有限公司,20260109-CWL032025-003334,3,2026-01-09,GB 38383-2025,80,50,12.0,0.888,1.12,1.12,23,59
洗碗机2025版,aaabb,杭州老板电器股份有限公司,20260108-CWL032025-947274,1,2026-01-08,GB 38383-2025,63,30,9.0,0.532,1.20,1.20,20,50
洗碗机2025版,W76-2026,杭州老板电器股份有限公司,20260108-CWL032025-514067,1,2026-01-08,GB 38383-2025,63,30,9.0,0.532,1.20,1.20,20,50
洗碗机2025版,887,productor,20260108-CWL032025-822007,3,2026-01-08,GB 38383-2025,1,1,1,1,0.2,0.2,1,2
洗碗机2025版,887887,productor,20260108-CWL032025-939131,2,2026-01-08,GB 38383-2025,3,3,3,3,3,3,3,5
洗碗机2025版,887,productor,20260108-CWL032025-890684,2,2026-01-08,GB 38383-2025,3,3,3,3,3,3,3,5
洗碗机2025版,7878,productor,,5,,GB 38383-2025,11,22,33,44,0.5,0.6,88,77
